,Image_name,Caption
33843,im2_1.jpg,قصبة خنيفرة قبل الهجوم الفرنسي (1914)
33844,im2_2.jpg,قطع ضلع الحَمَل
33845,im2_3.jpg,يمكن أن يسبب وميض الضوء، مثل ذلك المنبعث من كرة الديسكو نوبات الضرع عند بعض الناس.
33846,im2_4.jpg,الشنقب الشائع
33847,im2_5.jpg,أيقونة بيزنطية تظهر القديس يهوياقيم والقديسة حنة والدي العذراء.
33848,im2_6.JPG,أربعة  قضبان تحريك مختلفة الطول، ومقاييسها.
33849,im2_7.jpg,مباراة تونس ضد أوكرانيا في كأس العالم 2006.
33850,im2_8.jpg,باحثون يفحصون سمكة أباه التي تم إصطيادها قبالة كاليفورنيا
33851,im2_9.jpg,قائمة بأسماء مدراء ثانوية المأمون
33852,im2_10.jpg,صاروخ سيمرغ الإيراني الحامل للأقمار الصناعية أثناء إطلاقه من قاعدة الإمام الخميني الفضائية
33853,im2_11.jpg,"منجل ""الماشيتي"" قديم من أمريكا اللاتينية"
33854,im2_12.png,توليد المؤثر السطحي للرغاوي.
33855,im2_13.JPG,يهودي مكسيكي في مسيرة للمثليين في مكسيكو عام 2015
33856,im2_14.jpg,منظر للكتدرائية كولونيا
33857,im2_15.JPG,مصحف تونسي برواية قالون، ومن سمات القراءة «ملك يوم الدين» في سورة الفاتحة.
33858,im2_16.jpg,صورة فضائية تظهر موقع جزيرة غربي من أرخبيل قرقنة التونسي
33859,im2_17.jpg,مروحية إنقاذ تابعة للقوات البحرية الجزائرية.
33860,im2_18.jpg,يُعتبر جسر سان فرانسيسكو-أوكلاند نُسخة خيالية لمكونات ثلاثية جسر جيبسون.
33861,im2_19.png,خريطة محافظة حلب الشمالية في بداية يناير 2013.
33862,im2_20.jpg,الممثل عمر سي
33863,im2_21.jpg,لاعبو منتخب فرنسا وإيرلندا مصطفان قبل بداية مباراة الذهاب على ملعب كروك بارك
33864,im2_22.svg,علم الجمهورية العربية المتحدة.
33865,im2_23.png,  إثيوبيا    تأشيرة مجانية    تأضيرة عند الوصول    تأشيرة مجانية
33866,im2_24.jpg,"الافعى ورسل يجري ""حلب"". مختبرات استخدام السم المستخرج ثعبان لإنتاج لسم النوعي، الذي غالبا ما يكون العلاج الوحيد الفعال للدغ الثعابين قاتلة."
33867,im2_25.png,التطور الجنيني للجهاز العصبي. يمكن رؤية العُرف العصبي باللون الأخضر الفاتح.
33868,im2_26.jpg,حساسية لدى كلب
33869,im2_27.png,خارطة تُبيِّنُ نسبة مُعتنقي الديانات الإبراهيميَّة حول العالم.
33870,im2_28.png,ولاية وردك
33871,im2_29.JPG,كاتدرائية سانت بريوك
33872,im2_30.svg,System architecture
33873,im2_31.jpg,رهبان من الرهبنة البندكتية يصلون صلاة الغروب في سبت النور.
33874,im2_32.jpg,جندي أصيب في الحرب العالمية الأولى نتيجة تعرضه لغاز الخردل
33875,im2_33.jpg,برلمان فنلندا على اليمين، ومكاتب تكميلية جديدة على اليسار.
33876,im2_34.jpg,صورة لملعب الأولمبيكو من الخارج أثناء تشاقط الثلوج.
33877,im2_35.gif,رسم متحرك لدورة نموذجية لخلية دم حمراء في الانسان خلال الدورة الدموية. يحدث هذا الرسم المتحرك في الوقت الحقيقي (20 ثانية للدورة). يظهر الرسم تغير شكل خلية الدم الحمراء عند المرور داخل الشعيرات الدموية، وكذلك يبيّن تغيير لون الخلية بالتناوب حسب التقاطها الأكسجين ثم توصيل الأكسجين إلى الأقدام ، وجمع ثاني أكسيد الكربون واعادته للرئتين ليخرج من الجسم .
33878,im2_36.jpg,فيلا كابرا لا روتوندا في فيتشنزا إحدى الفلل البالادية.
33879,im2_37.jpg,"دِك دارسي, عضو من فينيكس"
33880,im2_38.jpg,"Royal Palace, Amsterdam"
33881,im2_39.jpg,خريطة لجمهورية بيلوروسيا الاشتراكية السوفياتية 1940
33882,im2_40.png,شعار جامعة روستوك
33883,im2_41.jpg,القمم المغطاة بالثلوج في القوقاز الكبير
33884,im2_42.jpg,مرقد الإمامين العسكريين قبل تفجير 2006.
33885,im2_43.jpg,مسجد الشيخ علي البكاء في الخليل
33886,im2_44.png,الهلال الخصيب 7500 قبل الميلاد . الخريطة تبين موقعي جايونو و كوبيكلي تبه.
33887,im2_46.png,تأثير كهروضوئي.
33888,im2_47.svg,شكل 2. اعتماد التحول على نسبة الكربون في الحديد.
33889,im2_48.jpg,محطة تعبئة وقود في المعمورة
33890,im2_49.jpg,جامعة العلوم والتكنولوجيا الأردنية.
33891,im2_50.JPG,صفيحة المعلومات المعدنية على الجسر
33892,im2_51.jpg,آلة تأشيرالطريق تعمل في البحرين، ديسمبر 2012 [2]
33893,im2_52.PNG,دورية عسكرية في شوارع زابرن في أوائل ديسمبر 1913.
33894,im2_53.jpg, لِيَجْزِيَهُمُ اللَّهُ أَحْسَنَ مَا عَمِلُوا وَيَزِيدَهُمْ مِنْ فَضْلِهِ وَاللَّهُ يَرْزُقُ مَنْ يَشَاءُ بِغَيْرِ حِسَابٍ  
33895,im2_54.jpg,جبال مورن حيث تم تصوير المشاهد الخارجية.
33896,im2_55.JPG,تمثال لمؤسس حكم الجاغاطي جاغتاي خان في متحف في منغوليا
33897,im2_56.jpg,كعكة الفواكه فلاي Vlaai الليمبورخية
33898,im2_57.jpg,Comb and two reedplates.
33899,im2_58.jpg,صورة جوية لدبرسن
33900,im2_59.jpg,رسم توضيحي للكاميرا المظلمة
33901,im2_60.jpg,بقر ترعي الأعشاب في موقع ليكسوس قرب مدينة العرائش
33902,im2_61.jpg,"""الكهف تحت الصخرة الكبرى على جبل موريا""، المعروف باسم بئر الأرواح. رسم توضيحي من لستانلي لين بول ، فلسطين الخلابة وسيناء ومصر، 1883."
33903,im2_62.JPG,مانفريد بينز في متحف آينتراخت فرانكفورت 2008
33904,im2_63.jpg,كرم عنب إيطالي كلاسيكي وبجانبه بعض أشجار الزيتون.
33905,im2_64.jpg,محرك جي إي من طراز سي إف 6 المروحي- العالي الالتفافية
33906,im2_65.PNG,توماس برادلي هاريس (واقفًا على اليسار) وجوزيف ويليام توري (جالسًا على اليمين) كانا من أوائل التجار الأمريكيين الذين عملوا في الشطر الماليزي من بورنيو.
33907,im2_66.jpg,ليون تروتسكي (يمين) في قطاره المدرع ، عام 1920
33908,im2_67.jpg,يُزرَع الأفوكادو في أمريكا منذ آلاف السنين.
33909,im2_68.jpg,خط القتال على نهر المارن
33910,im2_69.png,خريطة الأردن
33911,im2_70.jpg,سباتا
