,Image_name,Caption
67789,im4_0.png,انتشار المسلمين الشيعة في العالم باللون الأحمر.
67790,im4_1.jpg,ديقيانوس يأمر بردم الكهف.
67791,im4_2.jpg,مكان النقش
67792,im4_3.jpg,عربة الكتنكراد
67793,im4_4.jpg,نواميس في جنوب سيناء
67794,im4_5.jpg,شجرة التنوب الصربية المستوطنة في بارك تارا الوطنية
67795,im4_6.svg,دالة الجذر المربع هي الدالة العكسية لدالة المربع f(x) = x2 عندما قُصر مجال تعريف هذه الأخيرة إلى مجموعة الأعداد الموجبة.
67796,im4_7.gif,الخريطة المتوقعة للإعصار
67797,im4_8.jpg,مطار كوينزتاون
67798,im4_9.jpg,كلاس يان هونتلار
67799,im4_10.jpg,"تكريم رئيس جمهورية روسيا الاتحادية فلاديمير بوتين على مسلم ماقوماييف, عام 2002"
67800,im4_11.jpg,مدينة إبيثا القديمة
67801,im4_12.JPG,المستشارية الاتحادية.
67802,im4_13.jpg,تمثيل عام لعملية بلمرة النمو التدريجي. (تمثل النقاط البيضاء المنفردة المونومرات في حين تمثل الحلقات السوداء قليلات القسيمات والبوليمرات)[1]
67803,im4_14.jpg,بعض التكوينات المتشكلة أثناء النشاط البركاني: تدفقات عمود انفجار بركان بلينيان، حمم بركان هاواي، وقوس من الحمم من انفجار سترومبوليان البركاني.
67804,im4_15.jpg,صورة لجسر تشين أوف روكس.
67805,im4_16.jpg,الشيخ سعد عبد علوان الرماحي أمير قبائل الرماحة في العراق والوطن العربي مع سماحة السيد حسين السيد إسماعيل الصدر في الكاظمية المقدسة
67806,im4_17.jpg,مباراة تونس ضد موزمبيق يوم 6 يونيو 2009. إنتهت المباراة بفوز تونس (2–0).
67807,im4_18.jpg,مجمع كليات الطب في جامعة العلوم والتكنولوجيا الأردنية في إربد.
67808,im4_19.jpg,جزء من لوحة السفراء للرسام هانس هولباين الصغير وتظهر فيها المقلوزة، وهي أداة اخترعها جابر بن أفلح، في أقصى يمينها.
67809,im4_20.jpg,الدولة العظمى شعار الإمبراطورية الروسية نبالة في المنتصف
67810,im4_21.jpg,تمثال من الشمع لثيربانتس في متحف الشمع في مدريد.
67811,im4_22.png,في الهندسة التعاكسية، تتحول الدائرة الزرقاء المارّةُ بالدائرةِ الحمراءِ بعدَ التعاكسِ إلى دائرةٍ مُعممةٍ (الخط المُستقيم الأخضر).
67812,im4_23.jpg,بناء هندسة الحواسيب والأتمتة في 2011
67813,im4_24.jpg,صورة لباكلي في معمله.
67814,im4_25.jpg,برج اتصالات لشبكة خلوية
67815,im4_26.jpg,مسجد سورينام (يسار الصورة) يجاوره المعبد اليهودي
67816,im4_27.jpg,الهندسية للدراجات الهوائية - من أي حكم في بيئات معادية...
67817,im4_28.jpg,الخطوط الملكية البحرينية
67818,im4_29.png,تتكون البوسنة والهرسك من اتحاد البوسنة والهرسك (FBiH)؛ جمهورية صربسكا (RS)؛ ومنطقة برتشكو (BD).
67819,im4_30.png,الجنرال لوكلير في فرنسا عام 1944
67820,im4_31.jpg,ختم جون ملك الدنمارك والنرويج والسويد
67821,im4_32.JPG,حلي فضية قبائلي
67822,im4_33.jpg,راموس ورئيسة مجتمع مدريد كريستينا سيفوينتس مع كأس الدوري الإسباني 2016–17 خلال الاحتفالات في مدريد.
67823,im4_34.jpg,تعدّ قاعة بلدية مدينة بوسطن من الأمثلة البارزة والمثيرة للجدل على العمارة الوحشية (القاسية).
67824,im4_35.jpg,كنيسة نيوي كيرك في مدينة أمستردام؛ لا تزال تستخدم في الإحتفالات الملكيَّة الهولنديَّة.
67825,im4_36.jpg,أحد أنواع أغطية الوجه في فرنسا.
67826,im4_37.JPG,حشد من اليهود يتلون صلاتهم عند حائط البراق، أو حائط المبكى.
67827,im4_38.jpg,FROG-7
67828,im4_39.jpg,"نقص الشعر الضمور البقعي  "" نمو شحيح بالشعر "" طفل مصاب بعمر خمس سنوات"
67829,im4_40.jpg,شيشرون
67830,im4_41.jpg,صورة لتربية الأحياء المائية في أقفاص تقع في أستراليا
67831,im4_42.jpg,الحكم المستنصر بالله
67832,im4_44.jpg,العين ضمن تجويف الحجاج
67833,im4_45.jpg,مقدمة البرامج الأمريكية أوبرا وينفري
67834,im4_46.jpg,استقبل الرئيس جورج دبليو بوش ورئيس وزراء سلوفاكيا ميكولاش دزوريندا حشد من الآلاف المجتمعين في ميدان هفييزدوسلافوفو في براتيسلافا (فبراير 2005).
67835,im4_47.svg,LTC4 وهو سيستينال لوكوترايين.
67836,im4_48.jpg,قارب معطوب في منتصف التعمير؛ كارفيل إزالة جزئية للألواح الخشبية .
67837,im4_49.jpg,مبنى تليفونيكا في بلازا نوفا، مسرح للقتال في 18 يوليو
67838,im4_50.jpeg,البحارة يقومون بتحميل السفن للبعثة.
67839,im4_51.png,رودريجو دياث ينتقم لمقتل والده. وهي تصغير للمدونة التاريخية لعام 1344، أكاديمية العلوم في لشبونة.
67840,im4_52.svg,رسم يوضح تفاصيل الجمجمة.
67841,im4_53.JPG,قاعة محاضرات الجامعة في آخن
67842,im4_54.jpg,كليف وليامز في عام 1981 خلال جولة Those About to Rock
67843,im4_55.jpg,"(اضغط لتكبير الصورة أو حرّك المؤشر لرؤية كامل المنظر)
 منظر شامل (بانوراما) مأخوذ من أعلى مأذنة ""جامع السليمية""، بأدرنة، ويظهر فيه ""مسجد الشرفات الثلاث"" في يمين الصورة بلون الرخام الأبيض، ويظهر في وسط الصورة ""الجامع القديم"" بإدرنة (بالتركية: Eski Camii)‏."
67844,im4_56.JPG,مجمع البترول بالإسكندرية.
67845,im4_57.jpg,المنصف المرزوقي مع جون كيري وزير الخارجية الأمريكي في 2014 في تونس.
67846,im4_58.jpg,القوات الألمانية تجتاز علامات الحدود السوفيتية 22 يونيو 1941
67847,im4_59.jpg,ببر سيبيري في حديقة حيوانات برانهام البريطانية.
67848,im4_60.JPG,تمر اللاقو
67849,im4_61.jpg,علامة خط ترسيم الحدود العسكرية في منطقة الأمن المشتركة، عام 1956.
67850,im4_62.jpg,مدرسة شماش من الداخل
67851,im4_63.jpg,IC 342
67852,im4_64.png,الجدول الزمني التاريخي للتبت (627 - 2013).
67853,im4_65.jpg,رائد الفضاء سيرجي فولكوف يعمل خارج محطة الفضاء الدولية في 3 أغسطس 2011.
67854,im4_66.JPG,محرك كينر أر 540
67855,im4_67.jpg,قبة البانثيون في روما، كانت تُعتبر أكبر قبة في العالم لمدة ألف عام، وهي أكبر قبة مُشيدة من الخرسانة الغير مُسلحة في العالم إلى الآن.[1]
67856,im4_68.jpg,صورة رقم 2 أمثلة لتقريب الأعداد لأعداد متناغمة
67857,im4_69.jpg,عمال صناعة الملابس يستمعون إلى جنازة القس مارتن لوثر كينغ جونيور على راديو محمول يوم 9 أبريل.
67858,im4_70.jpg,ذا راسموس
67859,im4_72.jpg,صورة فضائية للأرض في الليل
67860,im4_73.jpg,قصر وستمنستر، مقر مجلسي برلمان المملكة المتحدة
67861,im4_74.JPG,اللفافتان الفضيتان  من كتف هنوم
67862,im4_75.jpg,كتب كبير القضاة فريد م. فينسون الرأي في قضية دنيس ضد. الولايات المتحدة .
67863,im4_76.jpg,فارس مملوكي
67864,im4_77.JPG,وعاء به نقوش لرعاة
67865,im4_78.JPG,مجلس الأمة
67866,im4_79.jpg,المروحية الرباعية Ehang 184 تستطيع نقل شخص
67867,im4_80.jpg,تراكم جير فوق جير متكلس
67868,im4_81.jpg,مجموعة عائلية على لوحة تذكارية من أثينا، في متحف الآثار الوطني، أثينا.
67869,im4_82.png,رستم باشا، ثالث المتصرفيين
67870,im4_83.jpg,كلود نيكولا Ledoux، مشروع بيت حراس الحقول، عام 1790
67871,im4_84.jpg,المصفحة رام-2000.
67872,im4_85.png,هيكل الجيش النمساوي.
67873,im4_86.jpg,رجل يُمثل تمثيلية تحزيرية، ربما يصف بها اسم حيوان ذي قرنين.
67874,im4_87.jpg,جبال أفغانستان
67875,im4_88.jpg,صورة بالميكروسكوب الإلكتروني الماسح لخلية ليمفاوية بشرية واحدة
67876,im4_89.svg,خريطة توضيحية تظهر انتشار المورثة هاپلوغروپ J وفق النسب.
67877,im4_90.jpg,الكنغر الأنتيلوباني
67878,im4_91.svg,مقاطعة البرتا
67879,im4_93.jpg,طابع بريدي للملك فيصل الثاني عام 1953م
67880,im4_94.jpg,الجامع الكبير في عقرة
67881,im4_95.png,الجزء الأعلى من قوانين حمورابي، تظهره وهو يتسلم القوانين من شمش
67882,im4_96.jpg,إيري (بنسيلفانيا)
67883,im4_97.jpg,الأسطول الفرنسي دمر بالكامل في معركة أبو قير البحرية
67884,im4_98.png,A facsimile of part of the first entry in the diary
67885,im4_99.jpg,لقطة خلفيَّة لدرَّاس بُني.
67886,im4_100.jpg,قسم من جدار برلين عام 1986
67887,im4_101.jpg,الجنرال هربرت J. بريس (صحيح) دبابيس النجمة الثالثة على خليفته في قيادة الجيش الثالث، والتر كروجر (يسار) في 17 أيار / مايو عام 1941 في سان أنطونيو، تكساس.
67888,im4_102.png,الطيف الترددي لإضمحلال غاما للكوبالت-60، والمقابلة لطاقات 1.1732 و 1.3325 ميغا إلكترون فولت
67889,im4_103.jpg,بيتيه ساليه بالفاصوليا
67890,im4_104.JPG,في عام 1936 تم تأسيس أول فرع من قبل جوزيف شتادلر ، في منزل ذو سقف جملوني ، يعود تاريخه إلى عام 1784 وتم ترميمه بعد تدميره في عامي 1809 و 1945.
67891,im4_105.jpg,الأستاذ أبو السعود الإبياري مع موسيقار الأجيال محمد عبد الوهاب أثناء نقله لإحدى مسرحياته للإذاعة
